"id","age_months","age_years","age_years_cont","age_zscored","stim_set","highest_count","knower_level","knower_level_cp_subset","trial","magnitude","set_chosen","count","correction_after_prompt","final_count","set_asked","n_bunnies","n_lions","trial_ratio","correct_set_chosen","target_count","correct_count","correct_set_chosen_or_correct_count","correct_count_when_correct_set_chosen","count_error","correct_count_approx"
"26d566cf-04c4-4c89-aa27-1d8efcf6c5e1",56,4,4.69315068493151,0.623193759721863,2,12,"CP","CP",4,"small","lion",1,NA,1,"lion",3,1,"1-3",1,1,1,1,1,0,1
"26d566cf-04c4-4c89-aa27-1d8efcf6c5e1",56,4,4.69315068493151,0.623193759721863,2,12,"CP","CP",5,"large","bunny",5,NA,5,"bunny",5,8,"5-8",1,5,1,1,1,0,1
"26d566cf-04c4-4c89-aa27-1d8efcf6c5e1",56,4,4.69315068493151,0.623193759721863,2,12,"CP","CP",6,"small","lion",3,NA,3,"lion",2,3,"2-3",1,3,1,1,1,0,1
"64aa7950-16f3-4c15-9d44-7a3fa6756644",49,4,4.14520547945205,0.00201881855878044,1,10,"CP","CP",1,"small","lion",1,NA,1,"lion",3,1,"1-3",1,1,1,1,1,0,1
"64aa7950-16f3-4c15-9d44-7a3fa6756644",49,4,4.14520547945205,0.00201881855878044,1,10,"CP","CP",2,"large","lion",7,NA,7,"lion",5,7,"5-7",1,7,1,1,1,0,1
"64aa7950-16f3-4c15-9d44-7a3fa6756644",49,4,4.14520547945205,0.00201881855878044,1,10,"CP","CP",3,"large","bunny",NA,NA,NA,"bunny",6,7,"6-7",1,6,0,1,0,NA,0
"64aa7950-16f3-4c15-9d44-7a3fa6756644",49,4,4.14520547945205,0.00201881855878044,1,10,"CP","CP",4,"small","bunny",2,NA,2,"bunny",2,3,"2-3",1,2,1,1,1,0,1
"64aa7950-16f3-4c15-9d44-7a3fa6756644",49,4,4.14520547945205,0.00201881855878044,1,10,"CP","CP",5,"small","lion",2,NA,2,"lion",1,2,"1-2",1,2,1,1,1,0,1
"64aa7950-16f3-4c15-9d44-7a3fa6756644",49,4,4.14520547945205,0.00201881855878044,1,10,"CP","CP",6,"large","bunny",600,NA,600,"bunny",8,5,"5-8",1,8,0,1,0,592,0
"ca1a6f36-13b7-4482-918a-29b02384034c",55,4,4.61095890410959,0.5300175185474,4,12,"CP","CP",1,"large","bunny",5,NA,5,"bunny",5,8,"5-8",1,5,1,1,1,0,1
"ca1a6f36-13b7-4482-918a-29b02384034c",55,4,4.61095890410959,0.5300175185474,4,12,"CP","CP",2,"large","lion",7,NA,7,"lion",6,7,"6-7",1,7,1,1,1,0,1
"ca1a6f36-13b7-4482-918a-29b02384034c",55,4,4.61095890410959,0.5300175185474,4,12,"CP","CP",3,"small","lion",2,NA,2,"lion",1,2,"1-2",1,2,1,1,1,0,1
"ca1a6f36-13b7-4482-918a-29b02384034c",55,4,4.61095890410959,0.5300175185474,4,12,"CP","CP",4,"large","bunny",7,NA,7,"bunny",7,5,"5-7",1,7,1,1,1,0,1
"ca1a6f36-13b7-4482-918a-29b02384034c",55,4,4.61095890410959,0.5300175185474,4,12,"CP","CP",5,"small","lion",2,NA,2,"lion",3,2,"2-3",1,2,1,1,1,0,1
"ca1a6f36-13b7-4482-918a-29b02384034c",55,4,4.61095890410959,0.5300175185474,4,12,"CP","CP",6,"small","bunny",3,NA,3,"bunny",3,1,"1-3",1,3,1,1,1,0,1
"2870c606-4916-4a2e-926e-72fcbcb6d624",55,4,4.61095890410959,0.5300175185474,4,4,"3","subset",1,"large","bunny",4,5,5,"bunny",5,8,"5-8",1,5,1,1,1,0,1
"2870c606-4916-4a2e-926e-72fcbcb6d624",55,4,4.61095890410959,0.5300175185474,4,4,"3","subset",2,"large","lion",7,NA,7,"lion",6,7,"6-7",1,7,1,1,1,0,1
"2870c606-4916-4a2e-926e-72fcbcb6d624",55,4,4.61095890410959,0.5300175185474,4,4,"3","subset",3,"small","lion",2,NA,2,"lion",1,2,"1-2",1,2,1,1,1,0,1
"2870c606-4916-4a2e-926e-72fcbcb6d624",55,4,4.61095890410959,0.5300175185474,4,4,"3","subset",4,"large","bunny",7,NA,7,"bunny",7,5,"5-7",1,7,1,1,1,0,1
"2870c606-4916-4a2e-926e-72fcbcb6d624",55,4,4.61095890410959,0.5300175185474,4,4,"3","subset",5,"small","lion",2,NA,2,"lion",3,2,"2-3",1,2,1,1,1,0,1
"2870c606-4916-4a2e-926e-72fcbcb6d624",55,4,4.61095890410959,0.5300175185474,4,4,"3","subset",6,"small","bunny",3,NA,3,"bunny",3,1,"1-3",1,3,1,1,1,0,1
"bf894512-4584-4d8a-a54b-8810d6374945",51,4,4.25479452054795,0.126253806791397,1,9,"CP","CP",1,"small","lion",1,NA,1,"lion",3,1,"1-3",1,1,1,1,1,0,1
"bf894512-4584-4d8a-a54b-8810d6374945",51,4,4.25479452054795,0.126253806791397,1,9,"CP","CP",2,"large","lion",6,NA,6,"lion",5,7,"5-7",1,7,0,1,0,-1,1
"bf894512-4584-4d8a-a54b-8810d6374945",51,4,4.25479452054795,0.126253806791397,1,9,"CP","CP",3,"large","bunny",6,NA,6,"bunny",6,7,"6-7",1,6,1,1,1,0,1
"bf894512-4584-4d8a-a54b-8810d6374945",51,4,4.25479452054795,0.126253806791397,1,9,"CP","CP",4,"small","bunny",2,NA,2,"bunny",2,3,"2-3",1,2,1,1,1,0,1
"bf894512-4584-4d8a-a54b-8810d6374945",51,4,4.25479452054795,0.126253806791397,1,9,"CP","CP",5,"small","lion",2,NA,2,"lion",1,2,"1-2",1,2,1,1,1,0,1
"bf894512-4584-4d8a-a54b-8810d6374945",51,4,4.25479452054795,0.126253806791397,1,9,"CP","CP",6,"large","bunny",8,NA,8,"bunny",8,5,"5-8",1,8,1,1,1,0,1
"9d47b26a-39de-44ed-96d6-8d7d6ae8d494",35,2,2.92054794520548,-1.38630717494071,4,1,"2","subset",1,"large",NA,7,NA,7,"bunny",5,8,"5-8",0,5,0,0,0,2,0
"9d47b26a-39de-44ed-96d6-8d7d6ae8d494",35,2,2.92054794520548,-1.38630717494071,4,1,"2","subset",2,"large",NA,6,NA,6,"lion",6,7,"6-7",0,7,0,0,0,-1,1
"9d47b26a-39de-44ed-96d6-8d7d6ae8d494",35,2,2.92054794520548,-1.38630717494071,4,1,"2","subset",3,"small",NA,7,NA,7,"lion",1,2,"1-2",0,2,0,0,0,5,0
"9d47b26a-39de-44ed-96d6-8d7d6ae8d494",35,2,2.92054794520548,-1.38630717494071,4,1,"2","subset",4,"large",NA,6,NA,6,"bunny",7,5,"5-7",0,7,0,0,0,-1,1
"9d47b26a-39de-44ed-96d6-8d7d6ae8d494",35,2,2.92054794520548,-1.38630717494071,4,1,"2","subset",5,"small",NA,6,NA,6,"lion",3,2,"2-3",0,2,0,0,0,4,0
"9d47b26a-39de-44ed-96d6-8d7d6ae8d494",35,2,2.92054794520548,-1.38630717494071,4,1,"2","subset",6,"small",NA,6,NA,6,"bunny",3,1,"1-3",0,3,0,0,0,3,0
"89132b56-0325-48d2-9bab-defa233f6e6d",25,2,2.12602739726027,-2.28701083962718,3,NA,"1","subset",1,"small","bunny",1,NA,1,"lion",2,3,"2-3",0,3,0,0,0,-2,0
"89132b56-0325-48d2-9bab-defa233f6e6d",25,2,2.12602739726027,-2.28701083962718,3,NA,"1","subset",2,"small","bunny",1,NA,1,"bunny",1,3,"1-3",1,1,1,1,1,0,1
"89132b56-0325-48d2-9bab-defa233f6e6d",25,2,2.12602739726027,-2.28701083962718,3,NA,"1","subset",3,"large",NA,1,NA,1,"lion",5,7,"5-7",0,7,0,0,0,-6,0
"89132b56-0325-48d2-9bab-defa233f6e6d",25,2,2.12602739726027,-2.28701083962718,3,NA,"1","subset",4,"large","bunny",1,NA,1,"bunny",8,5,"5-8",1,8,0,1,0,-7,0
"89132b56-0325-48d2-9bab-defa233f6e6d",25,2,2.12602739726027,-2.28701083962718,3,NA,"1","subset",5,"small",NA,0,NA,0,"lion",2,1,"1-2",0,1,0,0,0,-1,1
"89132b56-0325-48d2-9bab-defa233f6e6d",25,2,2.12602739726027,-2.28701083962718,3,NA,"1","subset",6,"large","lion",1,NA,1,"bunny",6,7,"6-7",0,6,0,0,0,-5,0
"db8aa543-32e3-43c0-bffc-ea77116fe02d",56,4,4.71506849315069,0.648040757368386,5,9,"3","subset",1,"small","lion",1,NA,1,"lion",3,1,"1-3",1,1,1,1,1,0,1
"db8aa543-32e3-43c0-bffc-ea77116fe02d",56,4,4.71506849315069,0.648040757368386,5,9,"3","subset",2,"small","lion",1,NA,1,"lion",2,1,"1-2",1,1,1,1,1,0,1
"db8aa543-32e3-43c0-bffc-ea77116fe02d",56,4,4.71506849315069,0.648040757368386,5,9,"3","subset",3,"large","bunny",7,NA,7,"bunny",7,6,"6-7",1,7,1,1,1,0,1
"db8aa543-32e3-43c0-bffc-ea77116fe02d",56,4,4.71506849315069,0.648040757368386,5,9,"3","subset",4,"small","lion",3,NA,3,"lion",2,3,"2-3",1,3,1,1,1,0,1
"db8aa543-32e3-43c0-bffc-ea77116fe02d",56,4,4.71506849315069,0.648040757368386,5,9,"3","subset",5,"large","bunny",4,NA,4,"bunny",5,8,"5-8",1,5,0,1,0,-1,1
"db8aa543-32e3-43c0-bffc-ea77116fe02d",56,4,4.71506849315069,0.648040757368386,5,9,"3","subset",6,"large","bunny",6,NA,6,"bunny",7,5,"5-7",1,7,0,1,0,-1,1
"c5c94834-7ef6-45ad-a5f7-05864fa9cfb6",63,5,5.28219178082192,1.29095682147218,3,12,"CP","CP",1,"small","lion",3,NA,3,"lion",2,3,"2-3",1,3,1,1,1,0,1
"c5c94834-7ef6-45ad-a5f7-05864fa9cfb6",63,5,5.28219178082192,1.29095682147218,3,12,"CP","CP",2,"small","bunny",1,NA,1,"bunny",1,3,"1-3",1,1,1,1,1,0,1
"c5c94834-7ef6-45ad-a5f7-05864fa9cfb6",63,5,5.28219178082192,1.29095682147218,3,12,"CP","CP",3,"large","lion",8,NA,8,"lion",5,7,"5-7",1,7,0,1,0,1,1
"c5c94834-7ef6-45ad-a5f7-05864fa9cfb6",63,5,5.28219178082192,1.29095682147218,3,12,"CP","CP",4,"large","bunny",8,NA,8,"bunny",8,5,"5-8",1,8,1,1,1,0,1
"c5c94834-7ef6-45ad-a5f7-05864fa9cfb6",63,5,5.28219178082192,1.29095682147218,3,12,"CP","CP",5,"small","lion",1,NA,1,"lion",2,1,"1-2",1,1,1,1,1,0,1
"c5c94834-7ef6-45ad-a5f7-05864fa9cfb6",63,5,5.28219178082192,1.29095682147218,3,12,"CP","CP",6,"large","bunny",7,NA,7,"bunny",6,7,"6-7",1,6,0,1,0,1,1
"c5c0a628-1876-4612-b389-47505f1e5eb7",50,4,4.24109589041096,0.11072443326232,1,10,"CP","CP",1,"small",NA,1,NA,1,"lion",3,1,"1-3",0,1,1,1,0,0,1
"c5c0a628-1876-4612-b389-47505f1e5eb7",50,4,4.24109589041096,0.11072443326232,1,10,"CP","CP",2,"large",NA,6,NA,6,"lion",5,7,"5-7",0,7,0,0,0,-1,1
"c5c0a628-1876-4612-b389-47505f1e5eb7",50,4,4.24109589041096,0.11072443326232,1,10,"CP","CP",3,"large",NA,6,NA,6,"bunny",6,7,"6-7",0,6,1,1,0,0,1
"c5c0a628-1876-4612-b389-47505f1e5eb7",50,4,4.24109589041096,0.11072443326232,1,10,"CP","CP",4,"small","bunny",2,NA,2,"bunny",2,3,"2-3",1,2,1,1,1,0,1
"c5c0a628-1876-4612-b389-47505f1e5eb7",50,4,4.24109589041096,0.11072443326232,1,10,"CP","CP",5,"small","lion",2,NA,2,"lion",1,2,"1-2",1,2,1,1,1,0,1
"c5c0a628-1876-4612-b389-47505f1e5eb7",50,4,4.24109589041096,0.11072443326232,1,10,"CP","CP",6,"large","bunny",8,NA,8,"bunny",8,5,"5-8",1,8,1,1,1,0,1
"642a60f4-f50c-4fa0-a486-e398ec5bdcc4",52,4,4.38904109589041,0.278441667376352,4,4,"2","subset",1,"large","bunny",4,12,12,"bunny",5,8,"5-8",1,5,0,1,0,7,0
"642a60f4-f50c-4fa0-a486-e398ec5bdcc4",52,4,4.38904109589041,0.278441667376352,4,4,"2","subset",2,"large","lion",16,NA,16,"lion",6,7,"6-7",1,7,0,1,0,9,0
"642a60f4-f50c-4fa0-a486-e398ec5bdcc4",52,4,4.38904109589041,0.278441667376352,4,4,"2","subset",3,"small","lion",2,NA,2,"lion",1,2,"1-2",1,2,1,1,1,0,1
"642a60f4-f50c-4fa0-a486-e398ec5bdcc4",52,4,4.38904109589041,0.278441667376352,4,4,"2","subset",4,"large","bunny",12,NA,12,"bunny",7,5,"5-7",1,7,0,1,0,5,0
"642a60f4-f50c-4fa0-a486-e398ec5bdcc4",52,4,4.38904109589041,0.278441667376352,4,4,"2","subset",5,"small",NA,11,NA,11,"lion",3,2,"2-3",0,2,0,0,0,9,0
"642a60f4-f50c-4fa0-a486-e398ec5bdcc4",52,4,4.38904109589041,0.278441667376352,4,4,"2","subset",6,"small",NA,12,NA,12,"bunny",3,1,"1-3",0,3,0,0,0,9,0
"459c200f-887a-4bdf-a527-1ed91a81e7ef",36,3,3.04931506849315,-1.24033106376738,5,NA,"2","subset",1,"small",NA,4,NA,4,"lion",3,1,"1-3",0,1,0,0,0,3,0
"459c200f-887a-4bdf-a527-1ed91a81e7ef",36,3,3.04931506849315,-1.24033106376738,5,NA,"2","subset",2,"small",NA,4,NA,4,"lion",2,1,"1-2",0,1,0,0,0,3,0
"459c200f-887a-4bdf-a527-1ed91a81e7ef",36,3,3.04931506849315,-1.24033106376738,5,NA,"2","subset",3,"large",NA,5,NA,5,"bunny",7,6,"6-7",0,7,0,0,0,-2,0
"459c200f-887a-4bdf-a527-1ed91a81e7ef",36,3,3.04931506849315,-1.24033106376738,5,NA,"2","subset",4,"small",NA,NA,NA,NA,"lion",2,3,"2-3",0,3,0,0,0,NA,0
"459c200f-887a-4bdf-a527-1ed91a81e7ef",36,3,3.04931506849315,-1.24033106376738,5,NA,"2","subset",5,"large",NA,0,NA,0,"bunny",5,8,"5-8",0,5,0,0,0,-5,0
"459c200f-887a-4bdf-a527-1ed91a81e7ef",36,3,3.04931506849315,-1.24033106376738,5,NA,"2","subset",6,"large",NA,0,NA,0,"bunny",7,5,"5-7",0,7,0,0,0,-7,0
"956dcd72-792e-4301-a801-aa2cc2edad4e",51,4,4.26575342465753,0.138677305614658,4,12,"4","subset",1,"large","bunny",5,NA,5,"bunny",5,8,"5-8",1,5,1,1,1,0,1
"956dcd72-792e-4301-a801-aa2cc2edad4e",51,4,4.26575342465753,0.138677305614658,4,12,"4","subset",2,"large","lion",7,NA,7,"lion",6,7,"6-7",1,7,1,1,1,0,1
"956dcd72-792e-4301-a801-aa2cc2edad4e",51,4,4.26575342465753,0.138677305614658,4,12,"4","subset",3,"small","lion",2,NA,2,"lion",1,2,"1-2",1,2,1,1,1,0,1
"956dcd72-792e-4301-a801-aa2cc2edad4e",51,4,4.26575342465753,0.138677305614658,4,12,"4","subset",4,"large","bunny",7,NA,7,"bunny",7,5,"5-7",1,7,1,1,1,0,1
"956dcd72-792e-4301-a801-aa2cc2edad4e",51,4,4.26575342465753,0.138677305614658,4,12,"4","subset",5,"small","lion",8,2,2,"lion",3,2,"2-3",1,2,1,1,1,0,1
"956dcd72-792e-4301-a801-aa2cc2edad4e",51,4,4.26575342465753,0.138677305614658,4,12,"4","subset",6,"small","bunny",8,3,3,"bunny",3,1,"1-3",1,3,1,1,1,0,1
"9613a583-200a-44f3-9be2-e9aba39561d1",43,3,3.62739726027397,-0.584991500840332,2,8,"2","subset",1,"large",NA,3,NA,3,"lion",6,7,"6-7",0,7,0,0,0,-4,0
"9613a583-200a-44f3-9be2-e9aba39561d1",43,3,3.62739726027397,-0.584991500840332,2,8,"2","subset",2,"small","bunny",1,NA,1,"bunny",1,2,"1-2",1,1,1,1,1,0,1
"9613a583-200a-44f3-9be2-e9aba39561d1",43,3,3.62739726027397,-0.584991500840332,2,8,"2","subset",3,"large",NA,8,NA,8,"bunny",7,5,"5-7",0,7,0,0,0,1,1
"9613a583-200a-44f3-9be2-e9aba39561d1",43,3,3.62739726027397,-0.584991500840332,2,8,"2","subset",4,"small",NA,1,NA,1,"lion",3,1,"1-3",0,1,1,1,0,0,1
"9613a583-200a-44f3-9be2-e9aba39561d1",43,3,3.62739726027397,-0.584991500840332,2,8,"2","subset",5,"large",NA,3,NA,3,"bunny",5,8,"5-8",0,5,0,0,0,-2,0
"9613a583-200a-44f3-9be2-e9aba39561d1",43,3,3.62739726027397,-0.584991500840332,2,8,"2","subset",6,"small",NA,7,NA,7,"lion",2,3,"2-3",0,3,0,0,0,4,0
"e8e1e7b7-7d3a-45eb-8b9b-16d45041d623",56,4,4.67945205479452,0.607664386192785,3,12,"5","subset",1,"small",NA,3,NA,3,"lion",2,3,"2-3",0,3,1,1,0,0,1
"e8e1e7b7-7d3a-45eb-8b9b-16d45041d623",56,4,4.67945205479452,0.607664386192785,3,12,"5","subset",2,"small","bunny",1,NA,1,"bunny",1,3,"1-3",1,1,1,1,1,0,1
"e8e1e7b7-7d3a-45eb-8b9b-16d45041d623",56,4,4.67945205479452,0.607664386192785,3,12,"5","subset",3,"large","lion",8,7,7,"lion",5,7,"5-7",1,7,1,1,1,0,1
"e8e1e7b7-7d3a-45eb-8b9b-16d45041d623",56,4,4.67945205479452,0.607664386192785,3,12,"5","subset",4,"large","bunny",8,NA,8,"bunny",8,5,"5-8",1,8,1,1,1,0,1
"e8e1e7b7-7d3a-45eb-8b9b-16d45041d623",56,4,4.67945205479452,0.607664386192785,3,12,"5","subset",5,"small","lion",1,NA,1,"lion",2,1,"1-2",1,1,1,1,1,0,1
"e8e1e7b7-7d3a-45eb-8b9b-16d45041d623",56,4,4.67945205479452,0.607664386192785,3,12,"5","subset",6,"large","bunny",6,NA,6,"bunny",6,7,"6-7",1,6,1,1,1,0,1
"f32e6bf6-aaf0-4afd-90b6-9e6f58d7e123",42,3,3.50958904109589,-0.718544113190395,2,10,"3","subset",1,"large","lion",7,NA,7,"lion",6,7,"6-7",1,7,1,1,1,0,1
"f32e6bf6-aaf0-4afd-90b6-9e6f58d7e123",42,3,3.50958904109589,-0.718544113190395,2,10,"3","subset",2,"small","bunny",1,NA,1,"bunny",1,2,"1-2",1,1,1,1,1,0,1
"f32e6bf6-aaf0-4afd-90b6-9e6f58d7e123",42,3,3.50958904109589,-0.718544113190395,2,10,"3","subset",3,"large","bunny",10,6,6,"bunny",7,5,"5-7",1,7,0,1,0,-1,1
"f32e6bf6-aaf0-4afd-90b6-9e6f58d7e123",42,3,3.50958904109589,-0.718544113190395,2,10,"3","subset",4,"small",NA,4,1,1,"lion",3,1,"1-3",0,1,1,1,0,0,1
"f32e6bf6-aaf0-4afd-90b6-9e6f58d7e123",42,3,3.50958904109589,-0.718544113190395,2,10,"3","subset",5,"large","bunny",10,NA,10,"bunny",5,8,"5-8",1,5,0,1,0,5,0
"f32e6bf6-aaf0-4afd-90b6-9e6f58d7e123",42,3,3.50958904109589,-0.718544113190395,2,10,"3","subset",6,"small",NA,3,2,2,"lion",2,3,"2-3",0,3,0,0,0,-1,1
"48580bd1-9c94-4f28-a532-bea258a32d59",38,3,3.22191780821918,-1.04466095730101,2,10,"3","subset",1,"large","lion",3,5,5,"lion",6,7,"6-7",1,7,0,1,0,-2,0
"48580bd1-9c94-4f28-a532-bea258a32d59",38,3,3.22191780821918,-1.04466095730101,2,10,"3","subset",2,"small","bunny",2,1,1,"bunny",1,2,"1-2",1,1,1,1,1,0,1
"48580bd1-9c94-4f28-a532-bea258a32d59",38,3,3.22191780821918,-1.04466095730101,2,10,"3","subset",3,"large","bunny",5,NA,5,"bunny",7,5,"5-7",1,7,0,1,0,-2,0
"48580bd1-9c94-4f28-a532-bea258a32d59",38,3,3.22191780821918,-1.04466095730101,2,10,"3","subset",4,"small","bunny",5,NA,5,"lion",3,1,"1-3",0,1,0,0,0,4,0
"48580bd1-9c94-4f28-a532-bea258a32d59",38,3,3.22191780821918,-1.04466095730101,2,10,"3","subset",5,"large","bunny",5,NA,5,"bunny",5,8,"5-8",1,5,1,1,1,0,1
"48580bd1-9c94-4f28-a532-bea258a32d59",38,3,3.22191780821918,-1.04466095730101,2,10,"3","subset",6,"small","lion",5,NA,5,"lion",2,3,"2-3",1,3,0,1,0,2,0
"a08c561b-654c-48e5-867c-4bcc7df5a831",46,3,3.86301369863014,-0.317886276140207,1,12,"3","subset",1,"small","bunny",3,NA,3,"lion",3,1,"1-3",0,1,0,0,0,2,0
"a08c561b-654c-48e5-867c-4bcc7df5a831",46,3,3.86301369863014,-0.317886276140207,1,12,"3","subset",2,"large","lion",4,NA,4,"lion",5,7,"5-7",1,7,0,1,0,-3,0
"a08c561b-654c-48e5-867c-4bcc7df5a831",46,3,3.86301369863014,-0.317886276140207,1,12,"3","subset",3,"large","bunny",3,NA,3,"bunny",6,7,"6-7",1,6,0,1,0,-3,0
"a08c561b-654c-48e5-867c-4bcc7df5a831",46,3,3.86301369863014,-0.317886276140207,1,12,"3","subset",4,"small","bunny",2,NA,2,"bunny",2,3,"2-3",1,2,1,1,1,0,1
"a08c561b-654c-48e5-867c-4bcc7df5a831",46,3,3.86301369863014,-0.317886276140207,1,12,"3","subset",5,"small","lion",2,NA,2,"lion",1,2,"1-2",1,2,1,1,1,0,1
"a08c561b-654c-48e5-867c-4bcc7df5a831",46,3,3.86301369863014,-0.317886276140207,1,12,"3","subset",6,"large","bunny",3,NA,3,"bunny",8,5,"5-8",1,8,0,1,0,-5,0
"0399723d-28fe-4e6d-b8c2-aabe3347103e",44,3,3.74246575342466,-0.454544763196085,6,14,"5","subset",1,"large","lion",5,NA,5,"lion",8,5,"5-8",1,5,1,1,1,0,1
"0399723d-28fe-4e6d-b8c2-aabe3347103e",44,3,3.74246575342466,-0.454544763196085,6,14,"5","subset",2,"small","lion",2,NA,2,"lion",1,2,"1-2",1,2,1,1,1,0,1
"0399723d-28fe-4e6d-b8c2-aabe3347103e",44,3,3.74246575342466,-0.454544763196085,6,14,"5","subset",3,"small","bunny",3,NA,3,"bunny",3,1,"1-3",1,3,1,1,1,0,1
"0399723d-28fe-4e6d-b8c2-aabe3347103e",44,3,3.74246575342466,-0.454544763196085,6,14,"5","subset",4,"large","bunny",5,NA,5,"bunny",6,7,"6-7",1,6,0,1,0,-1,1
"0399723d-28fe-4e6d-b8c2-aabe3347103e",44,3,3.74246575342466,-0.454544763196085,6,14,"5","subset",5,"small","lion",2,NA,2,"lion",3,2,"2-3",1,2,1,1,1,0,1
"0399723d-28fe-4e6d-b8c2-aabe3347103e",44,3,3.74246575342466,-0.454544763196085,6,14,"5","subset",6,"large","bunny",5,NA,5,"bunny",7,5,"5-7",1,7,0,1,0,-2,0
"38d02109-fd3e-4a6c-b5c5-69f85959116e",44,3,3.7041095890411,-0.498027009077501,1,4,"2","subset",1,"small","lion",1,NA,1,"lion",3,1,"1-3",1,1,1,1,1,0,1
"38d02109-fd3e-4a6c-b5c5-69f85959116e",44,3,3.7041095890411,-0.498027009077501,1,4,"2","subset",2,"large",NA,6,NA,6,"lion",5,7,"5-7",0,7,0,0,0,-1,1
"38d02109-fd3e-4a6c-b5c5-69f85959116e",44,3,3.7041095890411,-0.498027009077501,1,4,"2","subset",3,"large",NA,6,NA,6,"bunny",6,7,"6-7",0,6,1,1,0,0,1
"38d02109-fd3e-4a6c-b5c5-69f85959116e",44,3,3.7041095890411,-0.498027009077501,1,4,"2","subset",4,"small","bunny",2,NA,2,"bunny",2,3,"2-3",1,2,1,1,1,0,1
"38d02109-fd3e-4a6c-b5c5-69f85959116e",44,3,3.7041095890411,-0.498027009077501,1,4,"2","subset",5,"small","lion",2,NA,2,"lion",1,2,"1-2",1,2,1,1,1,0,1
"38d02109-fd3e-4a6c-b5c5-69f85959116e",44,3,3.7041095890411,-0.498027009077501,1,4,"2","subset",6,"large",NA,4,NA,4,"bunny",8,5,"5-8",0,8,0,0,0,-4,0
"54c4e387-39bc-44a8-9097-dbe05b96e27e",49,4,4.15616438356164,0.0144423173820425,4,2,"3","subset",1,"large","lion",4,NA,4,"bunny",5,8,"5-8",0,5,0,0,0,-1,1
"54c4e387-39bc-44a8-9097-dbe05b96e27e",49,4,4.15616438356164,0.0144423173820425,4,2,"3","subset",2,"large","lion",3,NA,3,"lion",6,7,"6-7",1,7,0,1,0,-4,0
"54c4e387-39bc-44a8-9097-dbe05b96e27e",49,4,4.15616438356164,0.0144423173820425,4,2,"3","subset",3,"small","lion",2,NA,2,"lion",1,2,"1-2",1,2,1,1,1,0,1
"54c4e387-39bc-44a8-9097-dbe05b96e27e",49,4,4.15616438356164,0.0144423173820425,4,2,"3","subset",4,"large","bunny",4,NA,4,"bunny",7,5,"5-7",1,7,0,1,0,-3,0
"54c4e387-39bc-44a8-9097-dbe05b96e27e",49,4,4.15616438356164,0.0144423173820425,4,2,"3","subset",5,"small","lion",2,NA,2,"lion",3,2,"2-3",1,2,1,1,1,0,1
"54c4e387-39bc-44a8-9097-dbe05b96e27e",49,4,4.15616438356164,0.0144423173820425,4,2,"3","subset",6,"small",NA,6,NA,6,"bunny",3,1,"1-3",0,3,0,0,0,3,0
"948ad5d2-db7f-4a61-bb91-7ee6c92bacd1",49,4,4.10684931506849,-0.0414634273226349,1,10,"3","subset",1,"small","bunny",1,6,6,"lion",3,1,"1-3",0,1,0,0,0,5,0
"948ad5d2-db7f-4a61-bb91-7ee6c92bacd1",49,4,4.10684931506849,-0.0414634273226349,1,10,"3","subset",2,"large","lion",4,NA,4,"lion",5,7,"5-7",1,7,0,1,0,-3,0
"948ad5d2-db7f-4a61-bb91-7ee6c92bacd1",49,4,4.10684931506849,-0.0414634273226349,1,10,"3","subset",3,"large","bunny",7,NA,7,"bunny",6,7,"6-7",1,6,0,1,0,1,1
"948ad5d2-db7f-4a61-bb91-7ee6c92bacd1",49,4,4.10684931506849,-0.0414634273226349,1,10,"3","subset",4,"small","bunny",2,NA,2,"bunny",2,3,"2-3",1,2,1,1,1,0,1
"948ad5d2-db7f-4a61-bb91-7ee6c92bacd1",49,4,4.10684931506849,-0.0414634273226349,1,10,"3","subset",5,"small","lion",2,NA,2,"lion",1,2,"1-2",1,2,1,1,1,0,1
"948ad5d2-db7f-4a61-bb91-7ee6c92bacd1",49,4,4.10684931506849,-0.0414634273226349,1,10,"3","subset",6,"large","bunny",4,NA,4,"bunny",8,5,"5-8",1,8,0,1,0,-4,0
"2bbf1fa8-9d0d-464f-a90b-9a89daa4d170",36,3,3.04657534246575,-1.2434369384732,5,11,"2","subset",1,"small","lion",1,NA,1,"lion",3,1,"1-3",1,1,1,1,1,0,1
"2bbf1fa8-9d0d-464f-a90b-9a89daa4d170",36,3,3.04657534246575,-1.2434369384732,5,11,"2","subset",2,"small","bunny",2,NA,2,"lion",2,1,"1-2",0,1,0,0,0,1,1
"2bbf1fa8-9d0d-464f-a90b-9a89daa4d170",36,3,3.04657534246575,-1.2434369384732,5,11,"2","subset",3,"large","bunny",6,NA,6,"bunny",7,6,"6-7",1,7,0,1,0,-1,1
"2bbf1fa8-9d0d-464f-a90b-9a89daa4d170",36,3,3.04657534246575,-1.2434369384732,5,11,"2","subset",4,"small","lion",3,NA,3,"lion",2,3,"2-3",1,3,1,1,1,0,1
"2bbf1fa8-9d0d-464f-a90b-9a89daa4d170",36,3,3.04657534246575,-1.2434369384732,5,11,"2","subset",5,"large","bunny",7,5,5,"bunny",5,8,"5-8",1,5,1,1,1,0,1
"2bbf1fa8-9d0d-464f-a90b-9a89daa4d170",36,3,3.04657534246575,-1.2434369384732,5,11,"2","subset",6,"large","bunny",5,NA,5,"bunny",7,5,"5-7",1,7,0,1,0,-2,0
