"id","age_months","age_years","stim_set","highest_count","knower_level","knower_level_cp_subset","trial","magnitude","set_chosen","count","correction_after_prompt","final_count","set_asked","n_bunnies","n_lions","trial_ratio","correct_set_chosen","target_count","correct_count","correct_set_chosen_or_correct_count","correct_count_when_correct_set_chosen","count_error","correct_count_approx"
"1c65c41e-18ea-4226-8cdb-466040d79b79",35,2,4,1,"2","subset",4,"large",NA,6,NA,6,"bunny",7,5,"5-7",0,7,0,0,0,-1,1
"1c65c41e-18ea-4226-8cdb-466040d79b79",35,2,4,1,"2","subset",5,"small",NA,6,NA,6,"lion",3,2,"2-3",0,2,0,0,0,4,0
"1c65c41e-18ea-4226-8cdb-466040d79b79",35,2,4,1,"2","subset",6,"small",NA,6,NA,6,"bunny",3,1,"1-3",0,3,0,0,0,3,0
"aa7ec9a9-ef5e-4596-818b-e5af7cf918c8",25,2,3,NA,"1","subset",1,"small","bunny",1,NA,1,"lion",2,3,"2-3",0,3,0,0,0,-2,0
"aa7ec9a9-ef5e-4596-818b-e5af7cf918c8",25,2,3,NA,"1","subset",2,"small","bunny",1,NA,1,"bunny",1,3,"1-3",1,1,1,1,1,0,1
"aa7ec9a9-ef5e-4596-818b-e5af7cf918c8",25,2,3,NA,"1","subset",3,"large",NA,1,NA,1,"lion",5,7,"5-7",0,7,0,0,0,-6,0
"aa7ec9a9-ef5e-4596-818b-e5af7cf918c8",25,2,3,NA,"1","subset",4,"large","bunny",1,NA,1,"bunny",8,5,"5-8",1,8,0,1,0,-7,0
"aa7ec9a9-ef5e-4596-818b-e5af7cf918c8",25,2,3,NA,"1","subset",5,"small",NA,0,NA,0,"lion",2,1,"1-2",0,1,0,0,0,-1,1
"aa7ec9a9-ef5e-4596-818b-e5af7cf918c8",25,2,3,NA,"1","subset",6,"large","lion",1,NA,1,"bunny",6,7,"6-7",0,6,0,0,0,-5,0
"f9d53c14-4bba-44bf-91f0-d245fb1fbc1a",56,4,5,9,"3","subset",1,"small","lion",1,NA,1,"lion",3,1,"1-3",1,1,1,1,1,0,1
"f9d53c14-4bba-44bf-91f0-d245fb1fbc1a",56,4,5,9,"3","subset",2,"small","lion",1,NA,1,"lion",2,1,"1-2",1,1,1,1,1,0,1
"f9d53c14-4bba-44bf-91f0-d245fb1fbc1a",56,4,5,9,"3","subset",3,"large","bunny",7,NA,7,"bunny",7,6,"6-7",1,7,1,1,1,0,1
"f9d53c14-4bba-44bf-91f0-d245fb1fbc1a",56,4,5,9,"3","subset",4,"small","lion",3,NA,3,"lion",2,3,"2-3",1,3,1,1,1,0,1
"f9d53c14-4bba-44bf-91f0-d245fb1fbc1a",56,4,5,9,"3","subset",5,"large","bunny",4,NA,4,"bunny",5,8,"5-8",1,5,0,1,0,-1,1
"f9d53c14-4bba-44bf-91f0-d245fb1fbc1a",56,4,5,9,"3","subset",6,"large","bunny",6,NA,6,"bunny",7,5,"5-7",1,7,0,1,0,-1,1
"b5ef8882-0c1b-4ad1-98f4-bd417df29da0",63,5,3,12,"CP","CP",1,"small","lion",3,NA,3,"lion",2,3,"2-3",1,3,1,1,1,0,1
"b5ef8882-0c1b-4ad1-98f4-bd417df29da0",63,5,3,12,"CP","CP",2,"small","bunny",1,NA,1,"bunny",1,3,"1-3",1,1,1,1,1,0,1
"b5ef8882-0c1b-4ad1-98f4-bd417df29da0",63,5,3,12,"CP","CP",3,"large","lion",8,NA,8,"lion",5,7,"5-7",1,7,0,1,0,1,1
"b5ef8882-0c1b-4ad1-98f4-bd417df29da0",63,5,3,12,"CP","CP",4,"large","bunny",8,NA,8,"bunny",8,5,"5-8",1,8,1,1,1,0,1
"b5ef8882-0c1b-4ad1-98f4-bd417df29da0",63,5,3,12,"CP","CP",5,"small","lion",1,NA,1,"lion",2,1,"1-2",1,1,1,1,1,0,1
"b5ef8882-0c1b-4ad1-98f4-bd417df29da0",63,5,3,12,"CP","CP",6,"large","bunny",7,NA,7,"bunny",6,7,"6-7",1,6,0,1,0,1,1
"15ad5f06-65f9-4d9c-8da5-5c61479634a3",50,4,1,10,"CP","CP",1,"small",NA,1,NA,1,"lion",3,1,"1-3",0,1,1,1,0,0,1
"15ad5f06-65f9-4d9c-8da5-5c61479634a3",50,4,1,10,"CP","CP",2,"large",NA,6,NA,6,"lion",5,7,"5-7",0,7,0,0,0,-1,1
"15ad5f06-65f9-4d9c-8da5-5c61479634a3",50,4,1,10,"CP","CP",3,"large",NA,6,NA,6,"bunny",6,7,"6-7",0,6,1,1,0,0,1
"15ad5f06-65f9-4d9c-8da5-5c61479634a3",50,4,1,10,"CP","CP",4,"small","bunny",2,NA,2,"bunny",2,3,"2-3",1,2,1,1,1,0,1
"15ad5f06-65f9-4d9c-8da5-5c61479634a3",50,4,1,10,"CP","CP",5,"small","lion",2,NA,2,"lion",1,2,"1-2",1,2,1,1,1,0,1
"15ad5f06-65f9-4d9c-8da5-5c61479634a3",50,4,1,10,"CP","CP",6,"large","bunny",8,NA,8,"bunny",8,5,"5-8",1,8,1,1,1,0,1
"89c18845-394f-4dbd-9872-a6593ca1643d",52,4,4,4,"2","subset",1,"large","bunny",4,12,12,"bunny",5,8,"5-8",1,5,0,1,0,7,0
"89c18845-394f-4dbd-9872-a6593ca1643d",52,4,4,4,"2","subset",2,"large","lion",16,NA,16,"lion",6,7,"6-7",1,7,0,1,0,9,0
"89c18845-394f-4dbd-9872-a6593ca1643d",52,4,4,4,"2","subset",3,"small","lion",2,NA,2,"lion",1,2,"1-2",1,2,1,1,1,0,1
"89c18845-394f-4dbd-9872-a6593ca1643d",52,4,4,4,"2","subset",4,"large","bunny",12,NA,12,"bunny",7,5,"5-7",1,7,0,1,0,5,0
"89c18845-394f-4dbd-9872-a6593ca1643d",52,4,4,4,"2","subset",5,"small",NA,11,NA,11,"lion",3,2,"2-3",0,2,0,0,0,9,0
"89c18845-394f-4dbd-9872-a6593ca1643d",52,4,4,4,"2","subset",6,"small",NA,12,NA,12,"bunny",3,1,"1-3",0,3,0,0,0,9,0
"fe3f0502-dfa6-4792-9a61-73e437ac26ea",36,3,5,NA,"2","subset",1,"small",NA,4,NA,4,"lion",3,1,"1-3",0,1,0,0,0,3,0
"fe3f0502-dfa6-4792-9a61-73e437ac26ea",36,3,5,NA,"2","subset",2,"small",NA,4,NA,4,"lion",2,1,"1-2",0,1,0,0,0,3,0
"fe3f0502-dfa6-4792-9a61-73e437ac26ea",36,3,5,NA,"2","subset",3,"large",NA,5,NA,5,"bunny",7,6,"6-7",0,7,0,0,0,-2,0
"fe3f0502-dfa6-4792-9a61-73e437ac26ea",36,3,5,NA,"2","subset",4,"small",NA,NA,NA,NA,"lion",2,3,"2-3",0,3,0,0,0,NA,0
"fe3f0502-dfa6-4792-9a61-73e437ac26ea",36,3,5,NA,"2","subset",5,"large",NA,0,NA,0,"bunny",5,8,"5-8",0,5,0,0,0,-5,0
"fe3f0502-dfa6-4792-9a61-73e437ac26ea",36,3,5,NA,"2","subset",6,"large",NA,0,NA,0,"bunny",7,5,"5-7",0,7,0,0,0,-7,0
"791053d4-9d57-462b-8b76-cf2a3e5baad1",51,4,4,12,"4","subset",1,"large","bunny",5,NA,5,"bunny",5,8,"5-8",1,5,1,1,1,0,1
"791053d4-9d57-462b-8b76-cf2a3e5baad1",51,4,4,12,"4","subset",2,"large","lion",7,NA,7,"lion",6,7,"6-7",1,7,1,1,1,0,1
"791053d4-9d57-462b-8b76-cf2a3e5baad1",51,4,4,12,"4","subset",3,"small","lion",2,NA,2,"lion",1,2,"1-2",1,2,1,1,1,0,1
"791053d4-9d57-462b-8b76-cf2a3e5baad1",51,4,4,12,"4","subset",4,"large","bunny",7,NA,7,"bunny",7,5,"5-7",1,7,1,1,1,0,1
"791053d4-9d57-462b-8b76-cf2a3e5baad1",51,4,4,12,"4","subset",5,"small","lion",8,2,2,"lion",3,2,"2-3",1,2,1,1,1,0,1
"791053d4-9d57-462b-8b76-cf2a3e5baad1",51,4,4,12,"4","subset",6,"small","bunny",8,3,3,"bunny",3,1,"1-3",1,3,1,1,1,0,1
"3ae1de4f-11df-440b-876a-de4a73a18e51",43,3,2,8,"2","subset",1,"large",NA,3,NA,3,"lion",6,7,"6-7",0,7,0,0,0,-4,0
"3ae1de4f-11df-440b-876a-de4a73a18e51",43,3,2,8,"2","subset",2,"small","bunny",1,NA,1,"bunny",1,2,"1-2",1,1,1,1,1,0,1
"3ae1de4f-11df-440b-876a-de4a73a18e51",43,3,2,8,"2","subset",3,"large",NA,8,NA,8,"bunny",7,5,"5-7",0,7,0,0,0,1,1
"3ae1de4f-11df-440b-876a-de4a73a18e51",43,3,2,8,"2","subset",4,"small",NA,1,NA,1,"lion",3,1,"1-3",0,1,1,1,0,0,1
"3ae1de4f-11df-440b-876a-de4a73a18e51",43,3,2,8,"2","subset",5,"large",NA,3,NA,3,"bunny",5,8,"5-8",0,5,0,0,0,-2,0
"3ae1de4f-11df-440b-876a-de4a73a18e51",43,3,2,8,"2","subset",6,"small",NA,7,NA,7,"lion",2,3,"2-3",0,3,0,0,0,4,0
"c0887204-3798-414a-913f-b808b6b1f048",56,4,3,12,"5","subset",1,"small",NA,3,NA,3,"lion",2,3,"2-3",0,3,1,1,0,0,1
"c0887204-3798-414a-913f-b808b6b1f048",56,4,3,12,"5","subset",2,"small","bunny",1,NA,1,"bunny",1,3,"1-3",1,1,1,1,1,0,1
"c0887204-3798-414a-913f-b808b6b1f048",56,4,3,12,"5","subset",3,"large","lion",8,7,7,"lion",5,7,"5-7",1,7,1,1,1,0,1
"c0887204-3798-414a-913f-b808b6b1f048",56,4,3,12,"5","subset",4,"large","bunny",8,NA,8,"bunny",8,5,"5-8",1,8,1,1,1,0,1
"c0887204-3798-414a-913f-b808b6b1f048",56,4,3,12,"5","subset",5,"small","lion",1,NA,1,"lion",2,1,"1-2",1,1,1,1,1,0,1
"c0887204-3798-414a-913f-b808b6b1f048",56,4,3,12,"5","subset",6,"large","bunny",6,NA,6,"bunny",6,7,"6-7",1,6,1,1,1,0,1
"597fe57e-a2f3-412d-807f-81050543ef07",42,3,2,10,"3","subset",1,"large","lion",7,NA,7,"lion",6,7,"6-7",1,7,1,1,1,0,1
"597fe57e-a2f3-412d-807f-81050543ef07",42,3,2,10,"3","subset",2,"small","bunny",1,NA,1,"bunny",1,2,"1-2",1,1,1,1,1,0,1
"597fe57e-a2f3-412d-807f-81050543ef07",42,3,2,10,"3","subset",3,"large","bunny",10,6,6,"bunny",7,5,"5-7",1,7,0,1,0,-1,1
"597fe57e-a2f3-412d-807f-81050543ef07",42,3,2,10,"3","subset",4,"small",NA,4,1,1,"lion",3,1,"1-3",0,1,1,1,0,0,1
"597fe57e-a2f3-412d-807f-81050543ef07",42,3,2,10,"3","subset",5,"large","bunny",10,NA,10,"bunny",5,8,"5-8",1,5,0,1,0,5,0
"597fe57e-a2f3-412d-807f-81050543ef07",42,3,2,10,"3","subset",6,"small",NA,3,2,2,"lion",2,3,"2-3",0,3,0,0,0,-1,1
"d392d804-0fb3-45ce-b726-96ba701cebb4",38,3,2,10,"3","subset",1,"large","lion",3,5,5,"lion",6,7,"6-7",1,7,0,1,0,-2,0
"d392d804-0fb3-45ce-b726-96ba701cebb4",38,3,2,10,"3","subset",2,"small","bunny",2,1,1,"bunny",1,2,"1-2",1,1,1,1,1,0,1
"d392d804-0fb3-45ce-b726-96ba701cebb4",38,3,2,10,"3","subset",3,"large","bunny",5,NA,5,"bunny",7,5,"5-7",1,7,0,1,0,-2,0
"d392d804-0fb3-45ce-b726-96ba701cebb4",38,3,2,10,"3","subset",4,"small","bunny",5,NA,5,"lion",3,1,"1-3",0,1,0,0,0,4,0
"d392d804-0fb3-45ce-b726-96ba701cebb4",38,3,2,10,"3","subset",5,"large","bunny",5,NA,5,"bunny",5,8,"5-8",1,5,1,1,1,0,1
"d392d804-0fb3-45ce-b726-96ba701cebb4",38,3,2,10,"3","subset",6,"small","lion",5,NA,5,"lion",2,3,"2-3",1,3,0,1,0,2,0
"4c116ce6-3fa5-47a7-89f9-ff0ec91da8b4",46,3,1,12,"3","subset",1,"small","bunny",3,NA,3,"lion",3,1,"1-3",0,1,0,0,0,2,0
"4c116ce6-3fa5-47a7-89f9-ff0ec91da8b4",46,3,1,12,"3","subset",2,"large","lion",4,NA,4,"lion",5,7,"5-7",1,7,0,1,0,-3,0
"4c116ce6-3fa5-47a7-89f9-ff0ec91da8b4",46,3,1,12,"3","subset",3,"large","bunny",3,NA,3,"bunny",6,7,"6-7",1,6,0,1,0,-3,0
"4c116ce6-3fa5-47a7-89f9-ff0ec91da8b4",46,3,1,12,"3","subset",4,"small","bunny",2,NA,2,"bunny",2,3,"2-3",1,2,1,1,1,0,1
"4c116ce6-3fa5-47a7-89f9-ff0ec91da8b4",46,3,1,12,"3","subset",5,"small","lion",2,NA,2,"lion",1,2,"1-2",1,2,1,1,1,0,1
"4c116ce6-3fa5-47a7-89f9-ff0ec91da8b4",46,3,1,12,"3","subset",6,"large","bunny",3,NA,3,"bunny",8,5,"5-8",1,8,0,1,0,-5,0
"8772bb72-4b27-4b54-887a-9eeb70708409",44,3,6,14,"5","subset",1,"large","lion",5,NA,5,"lion",8,5,"5-8",1,5,1,1,1,0,1
"8772bb72-4b27-4b54-887a-9eeb70708409",44,3,6,14,"5","subset",2,"small","lion",2,NA,2,"lion",1,2,"1-2",1,2,1,1,1,0,1
"8772bb72-4b27-4b54-887a-9eeb70708409",44,3,6,14,"5","subset",3,"small","bunny",3,NA,3,"bunny",3,1,"1-3",1,3,1,1,1,0,1
"8772bb72-4b27-4b54-887a-9eeb70708409",44,3,6,14,"5","subset",4,"large","bunny",5,NA,5,"bunny",6,7,"6-7",1,6,0,1,0,-1,1
"8772bb72-4b27-4b54-887a-9eeb70708409",44,3,6,14,"5","subset",5,"small","lion",2,NA,2,"lion",3,2,"2-3",1,2,1,1,1,0,1
"8772bb72-4b27-4b54-887a-9eeb70708409",44,3,6,14,"5","subset",6,"large","bunny",5,NA,5,"bunny",7,5,"5-7",1,7,0,1,0,-2,0
"51637141-7236-4b56-9878-dd101632327a",44,3,1,4,"2","subset",1,"small","lion",1,NA,1,"lion",3,1,"1-3",1,1,1,1,1,0,1
"51637141-7236-4b56-9878-dd101632327a",44,3,1,4,"2","subset",2,"large",NA,6,NA,6,"lion",5,7,"5-7",0,7,0,0,0,-1,1
"51637141-7236-4b56-9878-dd101632327a",44,3,1,4,"2","subset",3,"large",NA,6,NA,6,"bunny",6,7,"6-7",0,6,1,1,0,0,1
"51637141-7236-4b56-9878-dd101632327a",44,3,1,4,"2","subset",4,"small","bunny",2,NA,2,"bunny",2,3,"2-3",1,2,1,1,1,0,1
"51637141-7236-4b56-9878-dd101632327a",44,3,1,4,"2","subset",5,"small","lion",2,NA,2,"lion",1,2,"1-2",1,2,1,1,1,0,1
"51637141-7236-4b56-9878-dd101632327a",44,3,1,4,"2","subset",6,"large",NA,4,NA,4,"bunny",8,5,"5-8",0,8,0,0,0,-4,0
"ff80e8ce-b3c9-4ef1-be7f-ea8e63da53bb",49,4,4,2,"3","subset",1,"large","lion",4,NA,4,"bunny",5,8,"5-8",0,5,0,0,0,-1,1
"ff80e8ce-b3c9-4ef1-be7f-ea8e63da53bb",49,4,4,2,"3","subset",2,"large","lion",3,NA,3,"lion",6,7,"6-7",1,7,0,1,0,-4,0
"ff80e8ce-b3c9-4ef1-be7f-ea8e63da53bb",49,4,4,2,"3","subset",3,"small","lion",2,NA,2,"lion",1,2,"1-2",1,2,1,1,1,0,1
"ff80e8ce-b3c9-4ef1-be7f-ea8e63da53bb",49,4,4,2,"3","subset",4,"large","bunny",4,NA,4,"bunny",7,5,"5-7",1,7,0,1,0,-3,0
"ff80e8ce-b3c9-4ef1-be7f-ea8e63da53bb",49,4,4,2,"3","subset",5,"small","lion",2,NA,2,"lion",3,2,"2-3",1,2,1,1,1,0,1
"ff80e8ce-b3c9-4ef1-be7f-ea8e63da53bb",49,4,4,2,"3","subset",6,"small",NA,6,NA,6,"bunny",3,1,"1-3",0,3,0,0,0,3,0
"686b5cb2-f9b3-496c-ac14-49ae0677e15f",49,4,1,10,"3","subset",1,"small","bunny",1,6,6,"lion",3,1,"1-3",0,1,0,0,0,5,0
"686b5cb2-f9b3-496c-ac14-49ae0677e15f",49,4,1,10,"3","subset",2,"large","lion",4,NA,4,"lion",5,7,"5-7",1,7,0,1,0,-3,0
"686b5cb2-f9b3-496c-ac14-49ae0677e15f",49,4,1,10,"3","subset",3,"large","bunny",7,NA,7,"bunny",6,7,"6-7",1,6,0,1,0,1,1
"686b5cb2-f9b3-496c-ac14-49ae0677e15f",49,4,1,10,"3","subset",4,"small","bunny",2,NA,2,"bunny",2,3,"2-3",1,2,1,1,1,0,1
"686b5cb2-f9b3-496c-ac14-49ae0677e15f",49,4,1,10,"3","subset",5,"small","lion",2,NA,2,"lion",1,2,"1-2",1,2,1,1,1,0,1
"686b5cb2-f9b3-496c-ac14-49ae0677e15f",49,4,1,10,"3","subset",6,"large","bunny",4,NA,4,"bunny",8,5,"5-8",1,8,0,1,0,-4,0
"00a40fa7-85cc-4013-802d-55a22891cb87",36,3,5,11,"2","subset",1,"small","lion",1,NA,1,"lion",3,1,"1-3",1,1,1,1,1,0,1
"00a40fa7-85cc-4013-802d-55a22891cb87",36,3,5,11,"2","subset",2,"small","bunny",2,NA,2,"lion",2,1,"1-2",0,1,0,0,0,1,1
"00a40fa7-85cc-4013-802d-55a22891cb87",36,3,5,11,"2","subset",3,"large","bunny",6,NA,6,"bunny",7,6,"6-7",1,7,0,1,0,-1,1
"00a40fa7-85cc-4013-802d-55a22891cb87",36,3,5,11,"2","subset",4,"small","lion",3,NA,3,"lion",2,3,"2-3",1,3,1,1,1,0,1
"00a40fa7-85cc-4013-802d-55a22891cb87",36,3,5,11,"2","subset",5,"large","bunny",7,5,5,"bunny",5,8,"5-8",1,5,1,1,1,0,1
"00a40fa7-85cc-4013-802d-55a22891cb87",36,3,5,11,"2","subset",6,"large","bunny",5,NA,5,"bunny",7,5,"5-7",1,7,0,1,0,-2,0
"719346f0-649f-4e4f-a02c-ffa4847c301a",60,5,5,12,"CP","CP",1,"small",NA,1,NA,1,"lion",3,1,"1-3",0,1,1,1,0,0,1
"719346f0-649f-4e4f-a02c-ffa4847c301a",60,5,5,12,"CP","CP",2,"small",NA,1,NA,1,"lion",2,1,"1-2",0,1,1,1,0,0,1
"719346f0-649f-4e4f-a02c-ffa4847c301a",60,5,5,12,"CP","CP",3,"large","bunny",8,NA,8,"bunny",7,6,"6-7",1,7,0,1,0,1,1
"719346f0-649f-4e4f-a02c-ffa4847c301a",60,5,5,12,"CP","CP",4,"small","lion",3,NA,3,"lion",2,3,"2-3",1,3,1,1,1,0,1
"719346f0-649f-4e4f-a02c-ffa4847c301a",60,5,5,12,"CP","CP",5,"large","bunny",5,NA,5,"bunny",5,8,"5-8",1,5,1,1,1,0,1
"719346f0-649f-4e4f-a02c-ffa4847c301a",60,5,5,12,"CP","CP",6,"large","bunny",8,NA,8,"bunny",7,5,"5-7",1,7,0,1,0,1,1
"58b8f755-1f1a-4dd7-a4fa-f4cdd76a83a8",45,3,6,9,"4","subset",1,"large","lion",4,NA,4,"lion",8,5,"5-8",1,5,0,1,0,-1,1
"58b8f755-1f1a-4dd7-a4fa-f4cdd76a83a8",45,3,6,9,"4","subset",2,"small",NA,2,3,3,"lion",1,2,"1-2",0,2,0,0,0,1,1
"58b8f755-1f1a-4dd7-a4fa-f4cdd76a83a8",45,3,6,9,"4","subset",3,"small",NA,4,NA,4,"bunny",3,1,"1-3",0,3,0,0,0,1,1
"58b8f755-1f1a-4dd7-a4fa-f4cdd76a83a8",45,3,6,9,"4","subset",4,"large",NA,4,NA,4,"bunny",6,7,"6-7",0,6,0,0,0,-2,0
"58b8f755-1f1a-4dd7-a4fa-f4cdd76a83a8",45,3,6,9,"4","subset",5,"small",NA,3,NA,3,"lion",3,2,"2-3",0,2,0,0,0,1,1
"58b8f755-1f1a-4dd7-a4fa-f4cdd76a83a8",45,3,6,9,"4","subset",6,"large",NA,5,NA,5,"bunny",7,5,"5-7",0,7,0,0,0,-2,0
"2c970f82-fde3-45f3-b420-2f82a2bbc74c",56,4,3,12,"CP","CP",1,"small","lion",3,NA,3,"lion",2,3,"2-3",1,3,1,1,1,0,1
"2c970f82-fde3-45f3-b420-2f82a2bbc74c",56,4,3,12,"CP","CP",2,"small","bunny",1,NA,1,"bunny",1,3,"1-3",1,1,1,1,1,0,1
"2c970f82-fde3-45f3-b420-2f82a2bbc74c",56,4,3,12,"CP","CP",3,"large","lion",7,NA,7,"lion",5,7,"5-7",1,7,1,1,1,0,1
"2c970f82-fde3-45f3-b420-2f82a2bbc74c",56,4,3,12,"CP","CP",4,"large","bunny",8,NA,8,"bunny",8,5,"5-8",1,8,1,1,1,0,1
"2c970f82-fde3-45f3-b420-2f82a2bbc74c",56,4,3,12,"CP","CP",5,"small","lion",1,NA,1,"lion",2,1,"1-2",1,1,1,1,1,0,1
"2c970f82-fde3-45f3-b420-2f82a2bbc74c",56,4,3,12,"CP","CP",6,"large","bunny",6,NA,6,"bunny",6,7,"6-7",1,6,1,1,1,0,1
"2b19958f-d0d2-4692-a611-2146a5b93e7e",50,4,5,2,"CP","CP",1,"small","lion",1,NA,1,"lion",3,1,"1-3",1,1,1,1,1,0,1
"2b19958f-d0d2-4692-a611-2146a5b93e7e",50,4,5,2,"CP","CP",2,"small","bunny",2,NA,2,"lion",2,1,"1-2",0,1,0,0,0,1,1
"2b19958f-d0d2-4692-a611-2146a5b93e7e",50,4,5,2,"CP","CP",3,"large","bunny",7,NA,7,"bunny",7,6,"6-7",1,7,1,1,1,0,1
"2b19958f-d0d2-4692-a611-2146a5b93e7e",50,4,5,2,"CP","CP",4,"small","lion",3,NA,3,"lion",2,3,"2-3",1,3,1,1,1,0,1
"2b19958f-d0d2-4692-a611-2146a5b93e7e",50,4,5,2,"CP","CP",5,"large","bunny",5,NA,5,"bunny",5,8,"5-8",1,5,1,1,1,0,1
"2b19958f-d0d2-4692-a611-2146a5b93e7e",50,4,5,2,"CP","CP",6,"large","bunny",7,NA,7,"bunny",7,5,"5-7",1,7,1,1,1,0,1
"68aa095a-feea-4dc2-b495-4dc55331dd28",43,3,3,7,"2","subset",1,"small",NA,6,5,5,"lion",2,3,"2-3",0,3,0,0,0,2,0
"68aa095a-feea-4dc2-b495-4dc55331dd28",43,3,3,7,"2","subset",2,"small",NA,4,3,3,"bunny",1,3,"1-3",0,1,0,0,0,2,0
"68aa095a-feea-4dc2-b495-4dc55331dd28",43,3,3,7,"2","subset",3,"large",NA,5,7,7,"lion",5,7,"5-7",0,7,1,1,0,0,1
"68aa095a-feea-4dc2-b495-4dc55331dd28",43,3,3,7,"2","subset",4,"large",NA,3,5,5,"bunny",8,5,"5-8",0,8,0,0,0,-3,0
"68aa095a-feea-4dc2-b495-4dc55331dd28",43,3,3,7,"2","subset",5,"small",NA,1,NA,1,"lion",2,1,"1-2",0,1,1,1,0,0,1
"68aa095a-feea-4dc2-b495-4dc55331dd28",43,3,3,7,"2","subset",6,"large",NA,4,NA,4,"bunny",6,7,"6-7",0,6,0,0,0,-2,0
"92daa03d-26c0-4b1e-a4bc-ab6d444fb910",60,5,6,10,"4","subset",1,"large","lion",6,5,5,"lion",8,5,"5-8",1,5,1,1,1,0,1
"92daa03d-26c0-4b1e-a4bc-ab6d444fb910",60,5,6,10,"4","subset",2,"small","lion",2,NA,2,"lion",1,2,"1-2",1,2,1,1,1,0,1
"92daa03d-26c0-4b1e-a4bc-ab6d444fb910",60,5,6,10,"4","subset",3,"small","bunny",3,NA,3,"bunny",3,1,"1-3",1,3,1,1,1,0,1
"92daa03d-26c0-4b1e-a4bc-ab6d444fb910",60,5,6,10,"4","subset",4,"large","bunny",6,NA,6,"bunny",6,7,"6-7",1,6,1,1,1,0,1
"92daa03d-26c0-4b1e-a4bc-ab6d444fb910",60,5,6,10,"4","subset",5,"small","lion",2,NA,2,"lion",3,2,"2-3",1,2,1,1,1,0,1
"92daa03d-26c0-4b1e-a4bc-ab6d444fb910",60,5,6,10,"4","subset",6,"large","bunny",7,NA,7,"bunny",7,5,"5-7",1,7,1,1,1,0,1
"1408d7e1-f24e-4b6e-97a7-f0d90a047918",70,5,1,29,"CP","CP",1,"small",NA,1,NA,1,"lion",3,1,"1-3",0,1,1,1,0,0,1
"1408d7e1-f24e-4b6e-97a7-f0d90a047918",70,5,1,29,"CP","CP",2,"large","lion",7,NA,7,"lion",5,7,"5-7",1,7,1,1,1,0,1
"1408d7e1-f24e-4b6e-97a7-f0d90a047918",70,5,1,29,"CP","CP",3,"large","bunny",6,NA,6,"bunny",6,7,"6-7",1,6,1,1,1,0,1
"1408d7e1-f24e-4b6e-97a7-f0d90a047918",70,5,1,29,"CP","CP",4,"small","bunny",2,NA,2,"bunny",2,3,"2-3",1,2,1,1,1,0,1
"1408d7e1-f24e-4b6e-97a7-f0d90a047918",70,5,1,29,"CP","CP",5,"small","lion",2,NA,2,"lion",1,2,"1-2",1,2,1,1,1,0,1
"1408d7e1-f24e-4b6e-97a7-f0d90a047918",70,5,1,29,"CP","CP",6,"large","bunny",8,NA,8,"bunny",8,5,"5-8",1,8,1,1,1,0,1
"9d6d4e33-0189-401f-a8ec-86fd20e17d6c",60,5,6,13,"CP","CP",1,"large","lion",5,NA,5,"lion",8,5,"5-8",1,5,1,1,1,0,1
"9d6d4e33-0189-401f-a8ec-86fd20e17d6c",60,5,6,13,"CP","CP",2,"small","lion",2,NA,2,"lion",1,2,"1-2",1,2,1,1,1,0,1
"9d6d4e33-0189-401f-a8ec-86fd20e17d6c",60,5,6,13,"CP","CP",3,"small","bunny",3,NA,3,"bunny",3,1,"1-3",1,3,1,1,1,0,1
"9d6d4e33-0189-401f-a8ec-86fd20e17d6c",60,5,6,13,"CP","CP",4,"large","bunny",5,6,6,"bunny",6,7,"6-7",1,6,1,1,1,0,1
"9d6d4e33-0189-401f-a8ec-86fd20e17d6c",60,5,6,13,"CP","CP",5,"small","lion",2,NA,2,"lion",3,2,"2-3",1,2,1,1,1,0,1
"9d6d4e33-0189-401f-a8ec-86fd20e17d6c",60,5,6,13,"CP","CP",6,"large","bunny",7,NA,7,"bunny",7,5,"5-7",1,7,1,1,1,0,1
"39a10834-25d8-4137-8665-0e1ebe5fd9ba",59,4,1,59,"CP","CP",1,"small","lion",1,NA,1,"lion",3,1,"1-3",1,1,1,1,1,0,1
"39a10834-25d8-4137-8665-0e1ebe5fd9ba",59,4,1,59,"CP","CP",2,"large","lion",7,NA,7,"lion",5,7,"5-7",1,7,1,1,1,0,1
"39a10834-25d8-4137-8665-0e1ebe5fd9ba",59,4,1,59,"CP","CP",3,"large","bunny",6,NA,6,"bunny",6,7,"6-7",1,6,1,1,1,0,1
"39a10834-25d8-4137-8665-0e1ebe5fd9ba",59,4,1,59,"CP","CP",4,"small","bunny",2,NA,2,"bunny",2,3,"2-3",1,2,1,1,1,0,1
"39a10834-25d8-4137-8665-0e1ebe5fd9ba",59,4,1,59,"CP","CP",5,"small","lion",2,NA,2,"lion",1,2,"1-2",1,2,1,1,1,0,1
"39a10834-25d8-4137-8665-0e1ebe5fd9ba",59,4,1,59,"CP","CP",6,"large","bunny",8,NA,8,"bunny",8,5,"5-8",1,8,1,1,1,0,1
"a5ec5d6b-cd1c-46d3-8d8d-f2dcac0b9817",49,4,2,14,"CP","CP",1,"large","lion",7,NA,7,"lion",6,7,"6-7",1,7,1,1,1,0,1
"a5ec5d6b-cd1c-46d3-8d8d-f2dcac0b9817",49,4,2,14,"CP","CP",2,"small","bunny",1,NA,1,"bunny",1,2,"1-2",1,1,1,1,1,0,1
